2024-03-10 14:30:44 [restartedMain] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Request: ActuatorHttpExchangesConfiguration$$SpringCGLIB$$0.httpTraceRepository() with arguments: []
2024-03-10 14:51:20 [http-nio-8080-exec-4] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Response: NoticesController.getNotices() with response: {"headers":{"Cache-Control":["max-age=60"]},"body":[{"noticeId":1,"noticeSummary":"Home Loan Interest rates reduced","noticeDetails":"Home loan interest rates are reduced as per the government guidelines. The updated rates will be effective immediately","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":2,"noticeSummary":"Net Banking Offers","noticeDetails":"Customers who will opt for Internet banking while opening a saving account will get a $50 amazon voucher","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":3,"noticeSummary":"Mobile App Downtime","noticeDetails":"The mobile application of the EazyBank will be down from 2AM-5AM on 12/05/2020 due to maintenance activities","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":4,"noticeSummary":"E Auction notice","noticeDetails":"There will be an e-auction on 12/08/2020 on the Bank website for all the stubborn arrears. Interested parties can participate in the e-auction","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":5,"noticeSummary":"Launch of Pioneer Generation Cards","noticeDetails":"Pioneer Generation Credit Cards are launched for the premium customers of Bank Duit. With these cards, you will get a 5% cashback for each purchase","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":6,"noticeSummary":"COVID-19 Insurance","noticeDetails":"Bank Duit launched an insurance policy which will cover COVID-19 expenses. Please reach out to the branch for more details","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null}],"statusCode":"OK","statusCodeValue":200}
2024-03-10 14:52:24 [http-nio-8080-exec-5] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Request: NoticesController.getNotices() with arguments: [null]
2024-03-10 14:52:24 [http-nio-8080-exec-5] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Request: $Proxy157.findAllActiveNotices() with arguments: []
2024-03-10 14:52:24 [http-nio-8080-exec-5] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Response: $Proxy157.findAllActiveNotices() with response: [{"noticeId":1,"noticeSummary":"Home Loan Interest rates reduced","noticeDetails":"Home loan interest rates are reduced as per the government guidelines. The updated rates will be effective immediately","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":2,"noticeSummary":"Net Banking Offers","noticeDetails":"Customers who will opt for Internet banking while opening a saving account will get a $50 amazon voucher","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":3,"noticeSummary":"Mobile App Downtime","noticeDetails":"The mobile application of the EazyBank will be down from 2AM-5AM on 12/05/2020 due to maintenance activities","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":4,"noticeSummary":"E Auction notice","noticeDetails":"There will be an e-auction on 12/08/2020 on the Bank website for all the stubborn arrears. Interested parties can participate in the e-auction","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":5,"noticeSummary":"Launch of Pioneer Generation Cards","noticeDetails":"Pioneer Generation Credit Cards are launched for the premium customers of Bank Duit. With these cards, you will get a 5% cashback for each purchase","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":6,"noticeSummary":"COVID-19 Insurance","noticeDetails":"Bank Duit launched an insurance policy which will cover COVID-19 expenses. Please reach out to the branch for more details","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null}]
2024-03-10 14:52:24 [http-nio-8080-exec-5] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Response: NoticesController.getNotices() with response: {"headers":{"Cache-Control":["max-age=60"]},"body":[{"noticeId":1,"noticeSummary":"Home Loan Interest rates reduced","noticeDetails":"Home loan interest rates are reduced as per the government guidelines. The updated rates will be effective immediately","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":2,"noticeSummary":"Net Banking Offers","noticeDetails":"Customers who will opt for Internet banking while opening a saving account will get a $50 amazon voucher","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":3,"noticeSummary":"Mobile App Downtime","noticeDetails":"The mobile application of the EazyBank will be down from 2AM-5AM on 12/05/2020 due to maintenance activities","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":4,"noticeSummary":"E Auction notice","noticeDetails":"There will be an e-auction on 12/08/2020 on the Bank website for all the stubborn arrears. Interested parties can participate in the e-auction","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":5,"noticeSummary":"Launch of Pioneer Generation Cards","noticeDetails":"Pioneer Generation Credit Cards are launched for the premium customers of Bank Duit. With these cards, you will get a 5% cashback for each purchase","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":6,"noticeSummary":"COVID-19 Insurance","noticeDetails":"Bank Duit launched an insurance policy which will cover COVID-19 expenses. Please reach out to the branch for more details","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null}],"statusCode":"OK","statusCodeValue":200}
2024-03-10 14:55:41 [http-nio-8080-exec-9] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Request: NoticesController.getNotices() with arguments: [null]
2024-03-10 14:55:41 [http-nio-8080-exec-9] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Request: $Proxy157.findAllActiveNotices() with arguments: []
2024-03-10 14:55:41 [http-nio-8080-exec-9] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Response: $Proxy157.findAllActiveNotices() with response: [{"noticeId":1,"noticeSummary":"Home Loan Interest rates reduced","noticeDetails":"Home loan interest rates are reduced as per the government guidelines. The updated rates will be effective immediately","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":2,"noticeSummary":"Net Banking Offers","noticeDetails":"Customers who will opt for Internet banking while opening a saving account will get a $50 amazon voucher","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":3,"noticeSummary":"Mobile App Downtime","noticeDetails":"The mobile application of the EazyBank will be down from 2AM-5AM on 12/05/2020 due to maintenance activities","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":4,"noticeSummary":"E Auction notice","noticeDetails":"There will be an e-auction on 12/08/2020 on the Bank website for all the stubborn arrears. Interested parties can participate in the e-auction","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":5,"noticeSummary":"Launch of Pioneer Generation Cards","noticeDetails":"Pioneer Generation Credit Cards are launched for the premium customers of Bank Duit. With these cards, you will get a 5% cashback for each purchase","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":6,"noticeSummary":"COVID-19 Insurance","noticeDetails":"Bank Duit launched an insurance policy which will cover COVID-19 expenses. Please reach out to the branch for more details","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null}]
2024-03-10 14:55:41 [http-nio-8080-exec-9] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Response: NoticesController.getNotices() with response: {"headers":{"Cache-Control":["max-age=60"]},"body":[{"noticeId":1,"noticeSummary":"Home Loan Interest rates reduced","noticeDetails":"Home loan interest rates are reduced as per the government guidelines. The updated rates will be effective immediately","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":2,"noticeSummary":"Net Banking Offers","noticeDetails":"Customers who will opt for Internet banking while opening a saving account will get a $50 amazon voucher","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":3,"noticeSummary":"Mobile App Downtime","noticeDetails":"The mobile application of the EazyBank will be down from 2AM-5AM on 12/05/2020 due to maintenance activities","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":4,"noticeSummary":"E Auction notice","noticeDetails":"There will be an e-auction on 12/08/2020 on the Bank website for all the stubborn arrears. Interested parties can participate in the e-auction","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":5,"noticeSummary":"Launch of Pioneer Generation Cards","noticeDetails":"Pioneer Generation Credit Cards are launched for the premium customers of Bank Duit. With these cards, you will get a 5% cashback for each purchase","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":6,"noticeSummary":"COVID-19 Insurance","noticeDetails":"Bank Duit launched an insurance policy which will cover COVID-19 expenses. Please reach out to the branch for more details","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null}],"statusCode":"OK","statusCodeValue":200}
2024-03-10 14:56:52 [http-nio-8080-exec-1] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Request: NoticesController.getNotices() with arguments: [null]
2024-03-10 14:56:52 [http-nio-8080-exec-1] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Request: $Proxy157.findAllActiveNotices() with arguments: []
2024-03-10 14:56:52 [http-nio-8080-exec-1] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Response: $Proxy157.findAllActiveNotices() with response: [{"noticeId":1,"noticeSummary":"Home Loan Interest rates reduced","noticeDetails":"Home loan interest rates are reduced as per the government guidelines. The updated rates will be effective immediately","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":2,"noticeSummary":"Net Banking Offers","noticeDetails":"Customers who will opt for Internet banking while opening a saving account will get a $50 amazon voucher","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":3,"noticeSummary":"Mobile App Downtime","noticeDetails":"The mobile application of the EazyBank will be down from 2AM-5AM on 12/05/2020 due to maintenance activities","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":4,"noticeSummary":"E Auction notice","noticeDetails":"There will be an e-auction on 12/08/2020 on the Bank website for all the stubborn arrears. Interested parties can participate in the e-auction","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":5,"noticeSummary":"Launch of Pioneer Generation Cards","noticeDetails":"Pioneer Generation Credit Cards are launched for the premium customers of Bank Duit. With these cards, you will get a 5% cashback for each purchase","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":6,"noticeSummary":"COVID-19 Insurance","noticeDetails":"Bank Duit launched an insurance policy which will cover COVID-19 expenses. Please reach out to the branch for more details","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null}]
2024-03-10 14:56:52 [http-nio-8080-exec-1] INFO  c.bank_api.aspect.LoggingAspect - FROM AOP:: Response: NoticesController.getNotices() with response: {"headers":{"Cache-Control":["max-age=60"]},"body":[{"noticeId":1,"noticeSummary":"Home Loan Interest rates reduced","noticeDetails":"Home loan interest rates are reduced as per the government guidelines. The updated rates will be effective immediately","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":2,"noticeSummary":"Net Banking Offers","noticeDetails":"Customers who will opt for Internet banking while opening a saving account will get a $50 amazon voucher","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":3,"noticeSummary":"Mobile App Downtime","noticeDetails":"The mobile application of the EazyBank will be down from 2AM-5AM on 12/05/2020 due to maintenance activities","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":4,"noticeSummary":"E Auction notice","noticeDetails":"There will be an e-auction on 12/08/2020 on the Bank website for all the stubborn arrears. Interested parties can participate in the e-auction","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":5,"noticeSummary":"Launch of Pioneer Generation Cards","noticeDetails":"Pioneer Generation Credit Cards are launched for the premium customers of Bank Duit. With these cards, you will get a 5% cashback for each purchase","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null},{"noticeId":6,"noticeSummary":"COVID-19 Insurance","noticeDetails":"Bank Duit launched an insurance policy which will cover COVID-19 expenses. Please reach out to the branch for more details","noticBegDt":1706112000000,"noticEndDt":1711296000000,"createDt":1710052251827,"updateDt":null}],"statusCode":"OK","statusCodeValue":200}
